Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
oo dd,RUNNING,05-01-2026,16:54:37,00:18:07,,130,,,,,112,,,,,,,,,,,173.0,60.0,175,57,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:04:00,142,,,,,,,,,
,00:04:01,142,,,,,,,,,
,00:04:02,143,,,,,,,,,
,00:04:03,144,,,,,,,,,
,00:04:04,144,,,,,,,,,
,00:04:05,144,,,,,,,,,
,00:04:06,144,,,,,,,,,
,00:04:07,144,,,,,,,,,
,00:04:08,144,,,,,,,,,
,00:04:09,145,,,,,,,,,
,00:04:10,145,,,,,,,,,
,00:04:11,145,,,,,,,,,
,00:04:12,146,,,,,,,,,
,00:04:13,146,,,,,,,,,
,00:04:14,146,,,,,,,,,
,00:04:15,145,,,,,,,,,
,00:04:16,145,,,,,,,,,
,00:04:17,145,,,,,,,,,
,00:04:18,145,,,,,,,,,
,00:04:19,145,,,,,,,,,
,00:04:20,145,,,,,,,,,
,00:04:21,145,,,,,,,,,
,00:04:22,145,,,,,,,,,
,00:04:23,145,,,,,,,,,
,00:04:24,145,,,,,,,,,
,00:04:25,145,,,,,,,,,
,00:04:26,145,,,,,,,,,
,00:04:27,142,,,,,,,,,
,00:04:28,139,,,,,,,,,
,00:04:29,139,,,,,,,,,
,00:04:30,138,,,,,,,,,
,00:04:31,137,,,,,,,,,
,00:04:32,137,,,,,,,,,
,00:04:33,136,,,,,,,,,
,00:04:34,136,,,,,,,,,
,00:04:35,135,,,,,,,,,
,00:04:36,135,,,,,,,,,
,00:04:37,135,,,,,,,,,
,00:04:38,135,,,,,,,,,
,00:04:39,135,,,,,,,,,
,00:04:40,135,,,,,,,,,
,00:04:41,135,,,,,,,,,
,00:04:42,135,,,,,,,,,
,00:04:43,135,,,,,,,,,
,00:04:44,135,,,,,,,,,
,00:04:45,135,,,,,,,,,
,00:04:46,135,,,,,,,,,
,00:04:47,135,,,,,,,,,
,00:04:48,135,,,,,,,,,
,00:04:49,135,,,,,,,,,
,00:04:50,135,,,,,,,,,
,00:04:51,135,,,,,,,,,
,00:04:52,135,,,,,,,,,
,00:04:53,135,,,,,,,,,
,00:04:54,135,,,,,,,,,
,00:04:55,135,,,,,,,,,
,00:04:56,136,,,,,,,,,
,00:04:57,132,,,,,,,,,
,00:04:58,131,,,,,,,,,
,00:04:59,131,,,,,,,,,
,00:05:00,130,,,,,,,,,
,00:05:01,130,,,,,,,,,
,00:05:02,130,,,,,,,,,
,00:05:03,131,,,,,,,,,
,00:05:04,131,,,,,,,,,
,00:05:05,131,,,,,,,,,
,00:05:06,131,,,,,,,,,
,00:05:07,131,,,,,,,,,
,00:05:08,131,,,,,,,,,
,00:05:09,130,,,,,,,,,
,00:05:10,130,,,,,,,,,
,00:05:11,129,,,,,,,,,
,00:05:12,129,,,,,,,,,
,00:05:13,129,,,,,,,,,
,00:05:14,129,,,,,,,,,
,00:05:15,129,,,,,,,,,
,00:05:16,129,,,,,,,,,
,00:05:17,130,,,,,,,,,
,00:05:18,130,,,,,,,,,
,00:05:19,130,,,,,,,,,
,00:05:20,130,,,,,,,,,
,00:05:21,130,,,,,,,,,
,00:05:22,129,,,,,,,,,
,00:05:23,129,,,,,,,,,
,00:05:24,129,,,,,,,,,
,00:05:25,129,,,,,,,,,
,00:05:26,129,,,,,,,,,
,00:05:27,129,,,,,,,,,
,00:05:28,130,,,,,,,,,
,00:05:29,130,,,,,,,,,
,00:05:30,130,,,,,,,,,
,00:05:31,130,,,,,,,,,
,00:05:32,130,,,,,,,,,
,00:05:33,130,,,,,,,,,
,00:05:34,130,,,,,,,,,
,00:05:35,128,,,,,,,,,
,00:05:36,127,,,,,,,,,
,00:05:37,127,,,,,,,,,
,00:05:38,126,,,,,,,,,
,00:05:39,126,,,,,,,,,
,00:05:40,126,,,,,,,,,
,00:05:41,126,,,,,,,,,
,00:05:42,126,,,,,,,,,
,00:05:43,126,,,,,,,,,
,00:05:44,126,,,,,,,,,
,00:05:45,126,,,,,,,,,
,00:05:46,126,,,,,,,,,
,00:05:47,126,,,,,,,,,
,00:05:48,124,,,,,,,,,
,00:05:49,124,,,,,,,,,
,00:05:50,124,,,,,,,,,
,00:05:51,125,,,,,,,,,
,00:05:52,125,,,,,,,,,
,00:05:53,126,,,,,,,,,
,00:05:54,127,,,,,,,,,
,00:05:55,127,,,,,,,,,
,00:05:56,127,,,,,,,,,
,00:05:57,126,,,,,,,,,
,00:05:58,125,,,,,,,,,
,00:05:59,125,,,,,,,,,
,00:06:00,125,,,,,,,,,
,00:06:01,124,,,,,,,,,
,00:06:02,124,,,,,,,,,
,00:06:03,124,,,,,,,,,
,00:06:04,124,,,,,,,,,
,00:06:05,125,,,,,,,,,
,00:06:06,125,,,,,,,,,
,00:06:07,125,,,,,,,,,
,00:06:08,126,,,,,,,,,
,00:06:09,126,,,,,,,,,
,00:06:10,126,,,,,,,,,
,00:06:11,128,,,,,,,,,
,00:06:12,128,,,,,,,,,
,00:06:13,128,,,,,,,,,
,00:06:14,128,,,,,,,,,
,00:06:15,127,,,,,,,,,
,00:06:16,127,,,,,,,,,
,00:06:17,127,,,,,,,,,
,00:06:18,127,,,,,,,,,
,00:06:19,127,,,,,,,,,
,00:06:20,127,,,,,,,,,
,00:06:21,127,,,,,,,,,
,00:06:22,127,,,,,,,,,
,00:06:23,127,,,,,,,,,
,00:06:24,128,,,,,,,,,
,00:06:25,129,,,,,,,,,
,00:06:26,128,,,,,,,,,
,00:06:27,128,,,,,,,,,
,00:06:28,128,,,,,,,,,
,00:06:29,128,,,,,,,,,
,00:06:30,128,,,,,,,,,
,00:06:31,129,,,,,,,,,
,00:06:32,129,,,,,,,,,
,00:06:33,129,,,,,,,,,
,00:06:34,127,,,,,,,,,
,00:06:35,127,,,,,,,,,
,00:06:36,127,,,,,,,,,
,00:06:37,126,,,,,,,,,
,00:06:38,126,,,,,,,,,
,00:06:39,126,,,,,,,,,
,00:06:40,126,,,,,,,,,
,00:06:41,126,,,,,,,,,
,00:06:42,126,,,,,,,,,
,00:06:43,127,,,,,,,,,
,00:06:44,127,,,,,,,,,
,00:06:45,127,,,,,,,,,
,00:06:46,127,,,,,,,,,
,00:06:47,128,,,,,,,,,
,00:06:48,128,,,,,,,,,
,00:06:49,128,,,,,,,,,
,00:06:50,128,,,,,,,,,
,00:06:51,128,,,,,,,,,
,00:06:52,128,,,,,,,,,
,00:06:53,128,,,,,,,,,
,00:06:54,128,,,,,,,,,
,00:06:55,128,,,,,,,,,
,00:06:56,128,,,,,,,,,
,00:06:57,128,,,,,,,,,
,00:06:58,128,,,,,,,,,
,00:06:59,128,,,,,,,,,
,00:07:00,128,,,,,,,,,
,00:07:01,128,,,,,,,,,
,00:07:02,128,,,,,,,,,
,00:07:03,128,,,,,,,,,
,00:07:04,128,,,,,,,,,
,00:07:05,129,,,,,,,,,
,00:07:06,129,,,,,,,,,
,00:07:07,130,,,,,,,,,
,00:07:08,130,,,,,,,,,
,00:07:09,130,,,,,,,,,
,00:07:10,130,,,,,,,,,
,00:07:11,131,,,,,,,,,
,00:07:12,131,,,,,,,,,
,00:07:13,132,,,,,,,,,
,00:07:14,132,,,,,,,,,
,00:07:15,134,,,,,,,,,
,00:07:16,134,,,,,,,,,
,00:07:17,135,,,,,,,,,
,00:07:18,135,,,,,,,,,
,00:07:19,136,,,,,,,,,
,00:07:20,136,,,,,,,,,
,00:07:21,138,,,,,,,,,
,00:07:22,138,,,,,,,,,
,00:07:23,138,,,,,,,,,
,00:07:24,138,,,,,,,,,
,00:07:25,138,,,,,,,,,
,00:07:26,140,,,,,,,,,
,00:07:27,141,,,,,,,,,
,00:07:28,142,,,,,,,,,
,00:07:29,142,,,,,,,,,
,00:07:30,144,,,,,,,,,
,00:07:31,144,,,,,,,,,
,00:07:32,145,,,,,,,,,
,00:07:33,145,,,,,,,,,
,00:07:34,145,,,,,,,,,
,00:07:35,145,,,,,,,,,
,00:07:36,145,,,,,,,,,
,00:07:37,147,,,,,,,,,
,00:07:38,147,,,,,,,,,
,00:07:39,147,,,,,,,,,
,00:07:40,148,,,,,,,,,
,00:07:41,148,,,,,,,,,
,00:07:42,148,,,,,,,,,
,00:07:43,148,,,,,,,,,
,00:07:44,148,,,,,,,,,
,00:07:45,148,,,,,,,,,
,00:07:46,150,,,,,,,,,
,00:07:47,150,,,,,,,,,
,00:07:48,150,,,,,,,,,
,00:07:49,150,,,,,,,,,
,00:07:50,150,,,,,,,,,
,00:07:51,150,,,,,,,,,
,00:07:52,150,,,,,,,,,
,00:07:53,150,,,,,,,,,
,00:07:54,151,,,,,,,,,
,00:07:55,151,,,,,,,,,
,00:07:56,152,,,,,,,,,
,00:07:57,152,,,,,,,,,
,00:07:58,152,,,,,,,,,
,00:07:59,152,,,,,,,,,
,00:08:00,153,,,,,,,,,
,00:08:01,153,,,,,,,,,
,00:08:02,154,,,,,,,,,
,00:08:03,154,,,,,,,,,
,00:08:04,154,,,,,,,,,
,00:08:05,154,,,,,,,,,
,00:08:06,155,,,,,,,,,
,00:08:07,155,,,,,,,,,
,00:08:08,155,,,,,,,,,
,00:08:09,155,,,,,,,,,
,00:08:10,154,,,,,,,,,
,00:08:11,154,,,,,,,,,
,00:08:12,154,,,,,,,,,
,00:08:13,154,,,,,,,,,
,00:08:14,152,,,,,,,,,
,00:08:15,152,,,,,,,,,
,00:08:16,150,,,,,,,,,
,00:08:17,150,,,,,,,,,
,00:08:18,150,,,,,,,,,
,00:08:19,148,,,,,,,,,
,00:08:20,148,,,,,,,,,
,00:08:21,146,,,,,,,,,
,00:08:22,145,,,,,,,,,
,00:08:23,144,,,,,,,,,
,00:08:24,144,,,,,,,,,
,00:08:25,140,,,,,,,,,
,00:08:26,140,,,,,,,,,
,00:08:27,141,,,,,,,,,
,00:08:28,141,,,,,,,,,
,00:08:29,140,,,,,,,,,
,00:08:30,140,,,,,,,,,
,00:08:31,139,,,,,,,,,
,00:08:32,137,,,,,,,,,
,00:08:33,137,,,,,,,,,
,00:08:34,137,,,,,,,,,
,00:08:35,136,,,,,,,,,
,00:08:36,136,,,,,,,,,
,00:08:37,137,,,,,,,,,
,00:08:38,137,,,,,,,,,
,00:08:39,137,,,,,,,,,
,00:08:40,138,,,,,,,,,
,00:08:41,138,,,,,,,,,
,00:08:42,137,,,,,,,,,
,00:08:43,138,,,,,,,,,
,00:08:44,138,,,,,,,,,
,00:08:45,138,,,,,,,,,
,00:08:46,138,,,,,,,,,
,00:08:47,138,,,,,,,,,
,00:08:48,138,,,,,,,,,
,00:08:49,139,,,,,,,,,
,00:08:50,139,,,,,,,,,
,00:08:51,139,,,,,,,,,
,00:08:52,138,,,,,,,,,
,00:08:53,138,,,,,,,,,
,00:08:54,138,,,,,,,,,
,00:08:55,138,,,,,,,,,
,00:08:56,138,,,,,,,,,
,00:08:57,137,,,,,,,,,
,00:08:58,137,,,,,,,,,
,00:08:59,137,,,,,,,,,
,00:09:00,137,,,,,,,,,
,00:09:01,136,,,,,,,,,
,00:09:02,137,,,,,,,,,
,00:09:03,137,,,,,,,,,
,00:09:04,137,,,,,,,,,
,00:09:05,137,,,,,,,,,
,00:09:06,137,,,,,,,,,
,00:09:07,137,,,,,,,,,
,00:09:08,136,,,,,,,,,
,00:09:09,136,,,,,,,,,
,00:09:10,135,,,,,,,,,
,00:09:11,134,,,,,,,,,
,00:09:12,134,,,,,,,,,
,00:09:13,134,,,,,,,,,
,00:09:14,134,,,,,,,,,
,00:09:15,133,,,,,,,,,
,00:09:16,134,,,,,,,,,
,00:09:17,134,,,,,,,,,
,00:09:18,134,,,,,,,,,
,00:09:19,134,,,,,,,,,
,00:09:20,134,,,,,,,,,
,00:09:21,134,,,,,,,,,
,00:09:22,135,,,,,,,,,
,00:09:23,135,,,,,,,,,
,00:09:24,135,,,,,,,,,
,00:09:25,135,,,,,,,,,
,00:09:26,135,,,,,,,,,
,00:09:27,135,,,,,,,,,
,00:09:28,136,,,,,,,,,
,00:09:29,136,,,,,,,,,
,00:09:30,134,,,,,,,,,
,00:09:31,133,,,,,,,,,
,00:09:32,133,,,,,,,,,
,00:09:33,133,,,,,,,,,
,00:09:34,133,,,,,,,,,
,00:09:35,133,,,,,,,,,
,00:09:36,133,,,,,,,,,
,00:09:37,133,,,,,,,,,
,00:09:38,133,,,,,,,,,
,00:09:39,132,,,,,,,,,
,00:09:40,132,,,,,,,,,
,00:09:41,132,,,,,,,,,
,00:09:42,132,,,,,,,,,
,00:09:43,132,,,,,,,,,
,00:09:44,132,,,,,,,,,
,00:09:45,132,,,,,,,,,
,00:09:46,132,,,,,,,,,
,00:09:47,131,,,,,,,,,
,00:09:48,131,,,,,,,,,
,00:09:49,132,,,,,,,,,
,00:09:50,132,,,,,,,,,
,00:09:51,132,,,,,,,,,
,00:09:52,132,,,,,,,,,
,00:09:53,132,,,,,,,,,
,00:09:54,133,,,,,,,,,
,00:09:55,133,,,,,,,,,
,00:09:56,133,,,,,,,,,
,00:09:57,133,,,,,,,,,
,00:09:58,133,,,,,,,,,
,00:09:59,133,,,,,,,,,
,00:10:00,133,,,,,,,,,
,00:10:01,133,,,,,,,,,
,00:10:02,134,,,,,,,,,
,00:10:03,134,,,,,,,,,
,00:10:04,134,,,,,,,,,
,00:10:05,134,,,,,,,,,
,00:10:06,134,,,,,,,,,
,00:10:07,134,,,,,,,,,
,00:10:08,134,,,,,,,,,
,00:10:09,134,,,,,,,,,
,00:10:10,134,,,,,,,,,
,00:10:11,134,,,,,,,,,
,00:10:12,135,,,,,,,,,
,00:10:13,135,,,,,,,,,
,00:10:14,135,,,,,,,,,
,00:10:15,135,,,,,,,,,
,00:10:16,136,,,,,,,,,
,00:10:17,135,,,,,,,,,
,00:10:18,135,,,,,,,,,
,00:10:19,135,,,,,,,,,
,00:10:20,135,,,,,,,,,
,00:10:21,134,,,,,,,,,
,00:10:22,134,,,,,,,,,
,00:10:23,134,,,,,,,,,
,00:10:24,133,,,,,,,,,
,00:10:25,133,,,,,,,,,
,00:10:26,132,,,,,,,,,
,00:10:27,132,,,,,,,,,
,00:10:28,132,,,,,,,,,
,00:10:29,132,,,,,,,,,
,00:10:30,132,,,,,,,,,
,00:10:31,132,,,,,,,,,
,00:10:32,132,,,,,,,,,
,00:10:33,132,,,,,,,,,
,00:10:34,132,,,,,,,,,
,00:10:35,132,,,,,,,,,
,00:10:36,133,,,,,,,,,
,00:10:37,133,,,,,,,,,
,00:10:38,133,,,,,,,,,
,00:10:39,133,,,,,,,,,
,00:10:40,133,,,,,,,,,
,00:10:41,133,,,,,,,,,
,00:10:42,133,,,,,,,,,
,00:10:43,133,,,,,,,,,
,00:10:44,132,,,,,,,,,
,00:10:45,132,,,,,,,,,
,00:10:46,132,,,,,,,,,
,00:10:47,133,,,,,,,,,
,00:10:48,133,,,,,,,,,
,00:10:49,133,,,,,,,,,
,00:10:50,133,,,,,,,,,
,00:10:51,133,,,,,,,,,
,00:10:52,133,,,,,,,,,
,00:10:53,133,,,,,,,,,
,00:10:54,134,,,,,,,,,
,00:10:55,133,,,,,,,,,
,00:10:56,133,,,,,,,,,
,00:10:57,133,,,,,,,,,
,00:10:58,132,,,,,,,,,
,00:10:59,132,,,,,,,,,
,00:11:00,132,,,,,,,,,
,00:11:01,132,,,,,,,,,
,00:11:02,133,,,,,,,,,
,00:11:03,133,,,,,,,,,
,00:11:04,134,,,,,,,,,
,00:11:05,134,,,,,,,,,
,00:11:06,134,,,,,,,,,
,00:11:07,134,,,,,,,,,
,00:11:08,135,,,,,,,,,
,00:11:09,135,,,,,,,,,
,00:11:10,136,,,,,,,,,
,00:11:11,136,,,,,,,,,
,00:11:12,137,,,,,,,,,
,00:11:13,137,,,,,,,,,
,00:11:14,139,,,,,,,,,
,00:11:15,139,,,,,,,,,
,00:11:16,140,,,,,,,,,
,00:11:17,140,,,,,,,,,
,00:11:18,142,,,,,,,,,
,00:11:19,142,,,,,,,,,
,00:11:20,143,,,,,,,,,
,00:11:21,143,,,,,,,,,
,00:11:22,144,,,,,,,,,
,00:11:23,145,,,,,,,,,
,00:11:24,145,,,,,,,,,
,00:11:25,147,,,,,,,,,
,00:11:26,147,,,,,,,,,
,00:11:27,147,,,,,,,,,
,00:11:28,147,,,,,,,,,
,00:11:29,147,,,,,,,,,
,00:11:30,148,,,,,,,,,
,00:11:31,148,,,,,,,,,
,00:11:32,149,,,,,,,,,
,00:11:33,150,,,,,,,,,
,00:11:34,150,,,,,,,,,
,00:11:35,150,,,,,,,,,
,00:11:36,150,,,,,,,,,
,00:11:37,150,,,,,,,,,
,00:11:38,151,,,,,,,,,
,00:11:39,151,,,,,,,,,
,00:11:40,151,,,,,,,,,
,00:11:41,152,,,,,,,,,
,00:11:42,152,,,,,,,,,
,00:11:43,152,,,,,,,,,
,00:11:44,153,,,,,,,,,
,00:11:45,154,,,,,,,,,
